drug1,drug2,cell line,drugname1,drugname2
45388,125973,BT-549,Dacarbazine,Paclitaxel
38721,125973,BT-549,Mitotane,Paclitaxel
32065,141540,BT-549,Hydroxyurea,Etoposide
45923,141540,BT-549,Methoxsalen,Etoposide
122819,141540,BT-549,Teniposide,Etoposide
66847,141540,BT-549,Thalidomide,Etoposide
82151,141540,BT-549,Daunorubicin hydrochloride,Etoposide
123127,141540,BT-549,Doxorubicin hydrochloride,Etoposide
125973,141540,BT-549,Paclitaxel,Etoposide
740,141540,BT-549,Methotrexate,Etoposide
122758,141540,BT-549,Tretinoin,Etoposide
3053,141540,BT-549,Dactinomycin,Etoposide
67574,141540,BT-549,Vincristine sulfate,Etoposide
71423,141540,BT-549,Megestrol acetate,Etoposide
3088,141540,BT-549,Chlorambucil,Etoposide
26271,141540,BT-549,Cyclophosphamide,Etoposide
14229,141540,BT-549,Quinacrine hydrochloride,Etoposide
102816,141540,BT-549,Azacitidine,Etoposide
63878,141540,BT-549,Cytarabine hydrochloride,Etoposide
1390,141540,BT-549,Allopurinol,Etoposide
125066,141540,BT-549,Bleomycin sulfate,Etoposide
27640,141540,BT-549,Floxuridine,Etoposide
49842,141540,BT-549,Vinblastine sulfate,Etoposide
109724,141540,BT-549,Ifosfamide,Etoposide
750,141540,BT-549,Busulfan,Etoposide
119875,141540,BT-549,Cisplatin,Etoposide
85998,141540,BT-549,Streptozocin,Etoposide
8806,141540,BT-549,Melphalan,Etoposide
92859,141540,BT-549,Arsenic trioxide,Etoposide
755,141540,BT-549,Mercaptopurine,Etoposide
19893,141540,BT-549,Fluorouracil,Etoposide
105014,141540,BT-549,Cladribine,Etoposide
26980,141540,BT-549,Mitomycin,Etoposide
118218,141540,BT-549,Fludarabine,Etoposide
127716,141540,BT-549,Decitabine,Etoposide
6396,141540,BT-549,Thiotepa,Etoposide
752,141540,BT-549,Thioguanine,Etoposide
45388,141540,BT-549,Dacarbazine,Etoposide
38721,141540,BT-549,Mitotane,Etoposide
138783,141540,BT-549,Bendamustine hydrochloride,Etoposide
32065,713563,BT-549,Hydroxyurea,Exemestane
45923,713563,BT-549,Methoxsalen,Exemestane
701852,713563,BT-549,Vorinostat,Exemestane
362856,713563,BT-549,Temozolomide,Exemestane
122819,713563,BT-549,Teniposide,Exemestane
66847,713563,BT-549,Thalidomide,Exemestane
82151,713563,BT-549,Daunorubicin hydrochloride,Exemestane
123127,713563,BT-549,Doxorubicin hydrochloride,Exemestane
125973,713563,BT-549,Paclitaxel,Exemestane
141540,713563,BT-549,Etoposide,Exemestane
740,713563,BT-549,Methotrexate,Exemestane
628503,713563,BT-549,Docetaxel,Exemestane
681239,713563,BT-549,Bortezomib,Exemestane
241240,713563,BT-549,Carboplatin,Exemestane
122758,713563,BT-549,Tretinoin,Exemestane
3053,713563,BT-549,Dactinomycin,Exemestane
180973,713563,BT-549,Tamoxifen citrate,Exemestane
226080,713563,BT-549,Sirolimus,Exemestane
67574,713563,BT-549,Vincristine sulfate,Exemestane
71423,713563,BT-549,Megestrol acetate,Exemestane
3088,713563,BT-549,Chlorambucil,Exemestane
26271,713563,BT-549,Cyclophosphamide,Exemestane
14229,713563,BT-549,Quinacrine hydrochloride,Exemestane
613327,713563,BT-549,Gemcitabine hydrochloride,Exemestane
102816,713563,BT-549,Azacitidine,Exemestane
279836,713563,BT-549,Mitoxantrone,Exemestane
712807,713563,BT-549,Capecitabine,Exemestane
63878,713563,BT-549,Cytarabine hydrochloride,Exemestane
409962,713563,BT-549,Carmustine,Exemestane
266046,713563,BT-549,Oxaliplatin,Exemestane
1390,713563,BT-549,Allopurinol,Exemestane
125066,713563,BT-549,Bleomycin sulfate,Exemestane
256942,713563,BT-549,4'-Epiadriamycin,Exemestane
27640,713563,BT-549,Floxuridine,Exemestane
49842,713563,BT-549,Vinblastine sulfate,Exemestane
109724,713563,BT-549,Ifosfamide,Exemestane
609699,713563,BT-549,Topotecan hydrochloride,Exemestane
750,713563,BT-549,Busulfan,Exemestane
119875,713563,BT-549,Cisplatin,Exemestane
85998,713563,BT-549,Streptozocin,Exemestane
8806,713563,BT-549,Melphalan,Exemestane
92859,713563,BT-549,Arsenic trioxide,Exemestane
755,713563,BT-549,Mercaptopurine,Exemestane
19893,713563,BT-549,Fluorouracil,Exemestane
105014,713563,BT-549,Cladribine,Exemestane
26980,713563,BT-549,Mitomycin,Exemestane
118218,713563,BT-549,Fludarabine,Exemestane
127716,713563,BT-549,Decitabine,Exemestane
606869,713563,BT-549,Clofarabine,Exemestane
256439,713563,BT-549,Idarubicin hydrochloride,Exemestane
608210,713563,BT-549,Vinorelbine tartrate,Exemestane
6396,713563,BT-549,Thiotepa,Exemestane
752,713563,BT-549,Thioguanine,Exemestane
698037,713563,BT-549,Pemetrexed Disodium,Exemestane
45388,713563,BT-549,Dacarbazine,Exemestane
38721,713563,BT-549,Mitotane,Exemestane
673596,713563,BT-549,7-Ethyl-10-hydroxycamptothecin,Exemestane
707389,713563,BT-549,Eribulin mesylate,Exemestane
138783,713563,BT-549,Bendamustine hydrochloride,Exemestane
719627,721517,BT-549,Celecoxib,Zoledronic acid
32065,721517,BT-549,Hydroxyurea,Zoledronic acid
45923,721517,BT-549,Methoxsalen,Zoledronic acid
701852,721517,BT-549,Vorinostat,Zoledronic acid
362856,721517,BT-549,Temozolomide,Zoledronic acid
122819,721517,BT-549,Teniposide,Zoledronic acid
66847,721517,BT-549,Thalidomide,Zoledronic acid
82151,721517,BT-549,Daunorubicin hydrochloride,Zoledronic acid
123127,721517,BT-549,Doxorubicin hydrochloride,Zoledronic acid
125973,721517,BT-549,Paclitaxel,Zoledronic acid
141540,721517,BT-549,Etoposide,Zoledronic acid
713563,721517,BT-549,Exemestane,Zoledronic acid
715055,721517,BT-549,Gefitinib,Zoledronic acid
740,721517,BT-549,Methotrexate,Zoledronic acid
628503,721517,BT-549,Docetaxel,Zoledronic acid
681239,721517,BT-549,Bortezomib,Zoledronic acid
241240,721517,BT-549,Carboplatin,Zoledronic acid
122758,721517,BT-549,Tretinoin,Zoledronic acid
3053,721517,BT-549,Dactinomycin,Zoledronic acid
180973,721517,BT-549,Tamoxifen citrate,Zoledronic acid
226080,721517,BT-549,Sirolimus,Zoledronic acid
67574,721517,BT-549,Vincristine sulfate,Zoledronic acid
71423,721517,BT-549,Megestrol acetate,Zoledronic acid
3088,721517,BT-549,Chlorambucil,Zoledronic acid
26271,721517,BT-549,Cyclophosphamide,Zoledronic acid
14229,721517,BT-549,Quinacrine hydrochloride,Zoledronic acid
613327,721517,BT-549,Gemcitabine hydrochloride,Zoledronic acid
719345,721517,BT-549,Letrozole,Zoledronic acid
102816,721517,BT-549,Azacitidine,Zoledronic acid
279836,721517,BT-549,Mitoxantrone,Zoledronic acid
712807,721517,BT-549,Capecitabine,Zoledronic acid
63878,721517,BT-549,Cytarabine hydrochloride,Zoledronic acid
409962,721517,BT-549,Carmustine,Zoledronic acid
718781,721517,BT-549,Erlotinib hydrochloride,Zoledronic acid
266046,721517,BT-549,Oxaliplatin,Zoledronic acid
1390,721517,BT-549,Allopurinol,Zoledronic acid
125066,721517,BT-549,Bleomycin sulfate,Zoledronic acid
256942,721517,BT-549,4'-Epiadriamycin,Zoledronic acid
27640,721517,BT-549,Floxuridine,Zoledronic acid
49842,721517,BT-549,Vinblastine sulfate,Zoledronic acid
109724,721517,BT-549,Ifosfamide,Zoledronic acid
719276,721517,BT-549,Fulvestrant,Zoledronic acid
609699,721517,BT-549,Topotecan hydrochloride,Zoledronic acid
750,721517,BT-549,Busulfan,Zoledronic acid
719344,721517,BT-549,Anastrozole,Zoledronic acid
119875,721517,BT-549,Cisplatin,Zoledronic acid
85998,721517,BT-549,Streptozocin,Zoledronic acid
8806,721517,BT-549,Melphalan,Zoledronic acid
92859,721517,BT-549,Arsenic trioxide,Zoledronic acid
755,721517,BT-549,Mercaptopurine,Zoledronic acid
19893,721517,BT-549,Fluorouracil,Zoledronic acid
105014,721517,BT-549,Cladribine,Zoledronic acid
26980,721517,BT-549,Mitomycin,Zoledronic acid
118218,721517,BT-549,Fludarabine,Zoledronic acid
127716,721517,BT-549,Decitabine,Zoledronic acid
606869,721517,BT-549,Clofarabine,Zoledronic acid
256439,721517,BT-549,Idarubicin hydrochloride,Zoledronic acid
608210,721517,BT-549,Vinorelbine tartrate,Zoledronic acid
6396,721517,BT-549,Thiotepa,Zoledronic acid
752,721517,BT-549,Thioguanine,Zoledronic acid
698037,721517,BT-549,Pemetrexed Disodium,Zoledronic acid
45388,721517,BT-549,Dacarbazine,Zoledronic acid
38721,721517,BT-549,Mitotane,Zoledronic acid
673596,721517,BT-549,7-Ethyl-10-hydroxycamptothecin,Zoledronic acid
707389,721517,BT-549,Eribulin mesylate,Zoledronic acid
138783,721517,BT-549,Bendamustine hydrochloride,Zoledronic acid
32065,715055,BT-549,Hydroxyurea,Gefitinib
45923,715055,BT-549,Methoxsalen,Gefitinib
701852,715055,BT-549,Vorinostat,Gefitinib
362856,715055,BT-549,Temozolomide,Gefitinib
122819,715055,BT-549,Teniposide,Gefitinib
66847,715055,BT-549,Thalidomide,Gefitinib
82151,715055,BT-549,Daunorubicin hydrochloride,Gefitinib
123127,715055,BT-549,Doxorubicin hydrochloride,Gefitinib
125973,715055,BT-549,Paclitaxel,Gefitinib
141540,715055,BT-549,Etoposide,Gefitinib
713563,715055,BT-549,Exemestane,Gefitinib
740,715055,BT-549,Methotrexate,Gefitinib
628503,715055,BT-549,Docetaxel,Gefitinib
681239,715055,BT-549,Bortezomib,Gefitinib
241240,715055,BT-549,Carboplatin,Gefitinib
122758,715055,BT-549,Tretinoin,Gefitinib
3053,715055,BT-549,Dactinomycin,Gefitinib
180973,715055,BT-549,Tamoxifen citrate,Gefitinib
226080,715055,BT-549,Sirolimus,Gefitinib
67574,715055,BT-549,Vincristine sulfate,Gefitinib
71423,715055,BT-549,Megestrol acetate,Gefitinib
3088,715055,BT-549,Chlorambucil,Gefitinib
26271,715055,BT-549,Cyclophosphamide,Gefitinib
14229,715055,BT-549,Quinacrine hydrochloride,Gefitinib
613327,715055,BT-549,Gemcitabine hydrochloride,Gefitinib
102816,715055,BT-549,Azacitidine,Gefitinib
279836,715055,BT-549,Mitoxantrone,Gefitinib
712807,715055,BT-549,Capecitabine,Gefitinib
63878,715055,BT-549,Cytarabine hydrochloride,Gefitinib
409962,715055,BT-549,Carmustine,Gefitinib
266046,715055,BT-549,Oxaliplatin,Gefitinib
1390,715055,BT-549,Allopurinol,Gefitinib
125066,715055,BT-549,Bleomycin sulfate,Gefitinib
256942,715055,BT-549,4'-Epiadriamycin,Gefitinib
27640,715055,BT-549,Floxuridine,Gefitinib
49842,715055,BT-549,Vinblastine sulfate,Gefitinib
109724,715055,BT-549,Ifosfamide,Gefitinib
609699,715055,BT-549,Topotecan hydrochloride,Gefitinib
750,715055,BT-549,Busulfan,Gefitinib
119875,715055,BT-549,Cisplatin,Gefitinib
85998,715055,BT-549,Streptozocin,Gefitinib
8806,715055,BT-549,Melphalan,Gefitinib
92859,715055,BT-549,Arsenic trioxide,Gefitinib
755,715055,BT-549,Mercaptopurine,Gefitinib
19893,715055,BT-549,Fluorouracil,Gefitinib
105014,715055,BT-549,Cladribine,Gefitinib
26980,715055,BT-549,Mitomycin,Gefitinib
118218,715055,BT-549,Fludarabine,Gefitinib
127716,715055,BT-549,Decitabine,Gefitinib
606869,715055,BT-549,Clofarabine,Gefitinib
256439,715055,BT-549,Idarubicin hydrochloride,Gefitinib
608210,715055,BT-549,Vinorelbine tartrate,Gefitinib
6396,715055,BT-549,Thiotepa,Gefitinib
752,715055,BT-549,Thioguanine,Gefitinib
698037,715055,BT-549,Pemetrexed Disodium,Gefitinib
45388,715055,BT-549,Dacarbazine,Gefitinib
38721,715055,BT-549,Mitotane,Gefitinib
673596,715055,BT-549,7-Ethyl-10-hydroxycamptothecin,Gefitinib
707389,715055,BT-549,Eribulin mesylate,Gefitinib
138783,715055,BT-549,Bendamustine hydrochloride,Gefitinib
719627,749226,BT-549,Celecoxib,Abiraterone
32065,749226,BT-549,Hydroxyurea,Abiraterone
45923,749226,BT-549,Methoxsalen,Abiraterone
747974,749226,BT-549,Raloxifene hydrochloride,Abiraterone
743414,749226,BT-549,Imatinib mesylate,Abiraterone
701852,749226,BT-549,Vorinostat,Abiraterone
362856,749226,BT-549,Temozolomide,Abiraterone
122819,749226,BT-549,Teniposide,Abiraterone
66847,749226,BT-549,Thalidomide,Abiraterone
82151,749226,BT-549,Daunorubicin hydrochloride,Abiraterone
123127,749226,BT-549,Doxorubicin hydrochloride,Abiraterone
125973,749226,BT-549,Paclitaxel,Abiraterone
141540,749226,BT-549,Etoposide,Abiraterone
713563,749226,BT-549,Exemestane,Abiraterone
721517,749226,BT-549,Zoledronic acid,Abiraterone
715055,749226,BT-549,Gefitinib,Abiraterone
740,749226,BT-549,Methotrexate,Abiraterone
628503,749226,BT-549,Docetaxel,Abiraterone
745750,749226,BT-549,Lapatinib ditosylate,Abiraterone
747971,749226,BT-549,Sorafenib tosylate,Abiraterone
747972,749226,BT-549,Lenalidomide,Abiraterone
681239,749226,BT-549,Bortezomib,Abiraterone
241240,749226,BT-549,Carboplatin,Abiraterone
122758,749226,BT-549,Tretinoin,Abiraterone
3053,749226,BT-549,Dactinomycin,Abiraterone
747599,749226,BT-549,Nilotinib,Abiraterone
180973,749226,BT-549,Tamoxifen citrate,Abiraterone
732517,749226,BT-549,Dasatinib,Abiraterone
226080,749226,BT-549,Sirolimus,Abiraterone
67574,749226,BT-549,Vincristine sulfate,Abiraterone
733504,749226,BT-549,Everolimus,Abiraterone
71423,749226,BT-549,Megestrol acetate,Abiraterone
3088,749226,BT-549,Chlorambucil,Abiraterone
26271,749226,BT-549,Cyclophosphamide,Abiraterone
14229,749226,BT-549,Quinacrine hydrochloride,Abiraterone
613327,749226,BT-549,Gemcitabine hydrochloride,Abiraterone
719345,749226,BT-549,Letrozole,Abiraterone
102816,749226,BT-549,Azacitidine,Abiraterone
279836,749226,BT-549,Mitoxantrone,Abiraterone
712807,749226,BT-549,Capecitabine,Abiraterone
63878,749226,BT-549,Cytarabine hydrochloride,Abiraterone
409962,749226,BT-549,Carmustine,Abiraterone
718781,749226,BT-549,Erlotinib hydrochloride,Abiraterone
266046,749226,BT-549,Oxaliplatin,Abiraterone
1390,749226,BT-549,Allopurinol,Abiraterone
125066,749226,BT-549,Bleomycin sulfate,Abiraterone
256942,749226,BT-549,4'-Epiadriamycin,Abiraterone
27640,749226,BT-549,Floxuridine,Abiraterone
49842,749226,BT-549,Vinblastine sulfate,Abiraterone
109724,749226,BT-549,Ifosfamide,Abiraterone
719276,749226,BT-549,Fulvestrant,Abiraterone
609699,749226,BT-549,Topotecan hydrochloride,Abiraterone
750,749226,BT-549,Busulfan,Abiraterone
719344,749226,BT-549,Anastrozole,Abiraterone
119875,749226,BT-549,Cisplatin,Abiraterone
85998,749226,BT-549,Streptozocin,Abiraterone
8806,749226,BT-549,Melphalan,Abiraterone
92859,749226,BT-549,Arsenic trioxide,Abiraterone
755,749226,BT-549,Mercaptopurine,Abiraterone
19893,749226,BT-549,Fluorouracil,Abiraterone
105014,749226,BT-549,Cladribine,Abiraterone
26980,749226,BT-549,Mitomycin,Abiraterone
118218,749226,BT-549,Fludarabine,Abiraterone
127716,749226,BT-549,Decitabine,Abiraterone
606869,749226,BT-549,Clofarabine,Abiraterone
256439,749226,BT-549,Idarubicin hydrochloride,Abiraterone
608210,749226,BT-549,Vinorelbine tartrate,Abiraterone
6396,749226,BT-549,Thiotepa,Abiraterone
752,749226,BT-549,Thioguanine,Abiraterone
747973,749226,BT-549,Ixabepilone,Abiraterone
698037,749226,BT-549,Pemetrexed Disodium,Abiraterone
45388,749226,BT-549,Dacarbazine,Abiraterone
38721,749226,BT-549,Mitotane,Abiraterone
673596,749226,BT-549,7-Ethyl-10-hydroxycamptothecin,Abiraterone
737754,749226,BT-549,Pazopanib hydrochloride,Abiraterone
707389,749226,BT-549,Eribulin mesylate,Abiraterone
138783,749226,BT-549,Bendamustine hydrochloride,Abiraterone
32065,628503,BT-549,Hydroxyurea,Docetaxel
45923,628503,BT-549,Methoxsalen,Docetaxel
362856,628503,BT-549,Temozolomide,Docetaxel
122819,628503,BT-549,Teniposide,Docetaxel
66847,628503,BT-549,Thalidomide,Docetaxel
82151,628503,BT-549,Daunorubicin hydrochloride,Docetaxel
123127,628503,BT-549,Doxorubicin hydrochloride,Docetaxel
125973,628503,BT-549,Paclitaxel,Docetaxel
141540,628503,BT-549,Etoposide,Docetaxel
740,628503,BT-549,Methotrexate,Docetaxel
241240,628503,BT-549,Carboplatin,Docetaxel
122758,628503,BT-549,Tretinoin,Docetaxel
3053,628503,BT-549,Dactinomycin,Docetaxel
180973,628503,BT-549,Tamoxifen citrate,Docetaxel
226080,628503,BT-549,Sirolimus,Docetaxel
67574,628503,BT-549,Vincristine sulfate,Docetaxel
71423,628503,BT-549,Megestrol acetate,Docetaxel
3088,628503,BT-549,Chlorambucil,Docetaxel
26271,628503,BT-549,Cyclophosphamide,Docetaxel
14229,628503,BT-549,Quinacrine hydrochloride,Docetaxel
613327,628503,BT-549,Gemcitabine hydrochloride,Docetaxel
102816,628503,BT-549,Azacitidine,Docetaxel
279836,628503,BT-549,Mitoxantrone,Docetaxel
63878,628503,BT-549,Cytarabine hydrochloride,Docetaxel
409962,628503,BT-549,Carmustine,Docetaxel
266046,628503,BT-549,Oxaliplatin,Docetaxel
1390,628503,BT-549,Allopurinol,Docetaxel
125066,628503,BT-549,Bleomycin sulfate,Docetaxel
256942,628503,BT-549,4'-Epiadriamycin,Docetaxel
27640,628503,BT-549,Floxuridine,Docetaxel
49842,628503,BT-549,Vinblastine sulfate,Docetaxel
109724,628503,BT-549,Ifosfamide,Docetaxel
609699,628503,BT-549,Topotecan hydrochloride,Docetaxel
750,628503,BT-549,Busulfan,Docetaxel
119875,628503,BT-549,Cisplatin,Docetaxel
85998,628503,BT-549,Streptozocin,Docetaxel
8806,628503,BT-549,Melphalan,Docetaxel
92859,628503,BT-549,Arsenic trioxide,Docetaxel
755,628503,BT-549,Mercaptopurine,Docetaxel
19893,628503,BT-549,Fluorouracil,Docetaxel
105014,628503,BT-549,Cladribine,Docetaxel
26980,628503,BT-549,Mitomycin,Docetaxel
118218,628503,BT-549,Fludarabine,Docetaxel
127716,628503,BT-549,Decitabine,Docetaxel
606869,628503,BT-549,Clofarabine,Docetaxel
256439,628503,BT-549,Idarubicin hydrochloride,Docetaxel
608210,628503,BT-549,Vinorelbine tartrate,Docetaxel
6396,628503,BT-549,Thiotepa,Docetaxel
752,628503,BT-549,Thioguanine,Docetaxel
45388,628503,BT-549,Dacarbazine,Docetaxel
38721,628503,BT-549,Mitotane,Docetaxel
138783,628503,BT-549,Bendamustine hydrochloride,Docetaxel
719627,745750,BT-549,Celecoxib,Lapatinib ditosylate
32065,745750,BT-549,Hydroxyurea,Lapatinib ditosylate
45923,745750,BT-549,Methoxsalen,Lapatinib ditosylate
743414,745750,BT-549,Imatinib mesylate,Lapatinib ditosylate
701852,745750,BT-549,Vorinostat,Lapatinib ditosylate
362856,745750,BT-549,Temozolomide,Lapatinib ditosylate
122819,745750,BT-549,Teniposide,Lapatinib ditosylate
66847,745750,BT-549,Thalidomide,Lapatinib ditosylate
82151,745750,BT-549,Daunorubicin hydrochloride,Lapatinib ditosylate
123127,745750,BT-549,Doxorubicin hydrochloride,Lapatinib ditosylate
125973,745750,BT-549,Paclitaxel,Lapatinib ditosylate
141540,745750,BT-549,Etoposide,Lapatinib ditosylate
713563,745750,BT-549,Exemestane,Lapatinib ditosylate
721517,745750,BT-549,Zoledronic acid,Lapatinib ditosylate
715055,745750,BT-549,Gefitinib,Lapatinib ditosylate
740,745750,BT-549,Methotrexate,Lapatinib ditosylate
628503,745750,BT-549,Docetaxel,Lapatinib ditosylate
681239,745750,BT-549,Bortezomib,Lapatinib ditosylate
241240,745750,BT-549,Carboplatin,Lapatinib ditosylate
122758,745750,BT-549,Tretinoin,Lapatinib ditosylate
3053,745750,BT-549,Dactinomycin,Lapatinib ditosylate
180973,745750,BT-549,Tamoxifen citrate,Lapatinib ditosylate
732517,745750,BT-549,Dasatinib,Lapatinib ditosylate
226080,745750,BT-549,Sirolimus,Lapatinib ditosylate
67574,745750,BT-549,Vincristine sulfate,Lapatinib ditosylate
733504,745750,BT-549,Everolimus,Lapatinib ditosylate
71423,745750,BT-549,Megestrol acetate,Lapatinib ditosylate
3088,745750,BT-549,Chlorambucil,Lapatinib ditosylate
26271,745750,BT-549,Cyclophosphamide,Lapatinib ditosylate
14229,745750,BT-549,Quinacrine hydrochloride,Lapatinib ditosylate
613327,745750,BT-549,Gemcitabine hydrochloride,Lapatinib ditosylate
719345,745750,BT-549,Letrozole,Lapatinib ditosylate
102816,745750,BT-549,Azacitidine,Lapatinib ditosylate
279836,745750,BT-549,Mitoxantrone,Lapatinib ditosylate
712807,745750,BT-549,Capecitabine,Lapatinib ditosylate
63878,745750,BT-549,Cytarabine hydrochloride,Lapatinib ditosylate
409962,745750,BT-549,Carmustine,Lapatinib ditosylate
718781,745750,BT-549,Erlotinib hydrochloride,Lapatinib ditosylate
266046,745750,BT-549,Oxaliplatin,Lapatinib ditosylate
1390,745750,BT-549,Allopurinol,Lapatinib ditosylate
125066,745750,BT-549,Bleomycin sulfate,Lapatinib ditosylate
256942,745750,BT-549,4'-Epiadriamycin,Lapatinib ditosylate
27640,745750,BT-549,Floxuridine,Lapatinib ditosylate
49842,745750,BT-549,Vinblastine sulfate,Lapatinib ditosylate
109724,745750,BT-549,Ifosfamide,Lapatinib ditosylate
719276,745750,BT-549,Fulvestrant,Lapatinib ditosylate
609699,745750,BT-549,Topotecan hydrochloride,Lapatinib ditosylate
750,745750,BT-549,Busulfan,Lapatinib ditosylate
719344,745750,BT-549,Anastrozole,Lapatinib ditosylate
119875,745750,BT-549,Cisplatin,Lapatinib ditosylate
85998,745750,BT-549,Streptozocin,Lapatinib ditosylate
8806,745750,BT-549,Melphalan,Lapatinib ditosylate
92859,745750,BT-549,Arsenic trioxide,Lapatinib ditosylate
755,745750,BT-549,Mercaptopurine,Lapatinib ditosylate
19893,745750,BT-549,Fluorouracil,Lapatinib ditosylate
105014,745750,BT-549,Cladribine,Lapatinib ditosylate
26980,745750,BT-549,Mitomycin,Lapatinib ditosylate
118218,745750,BT-549,Fludarabine,Lapatinib ditosylate
127716,745750,BT-549,Decitabine,Lapatinib ditosylate
606869,745750,BT-549,Clofarabine,Lapatinib ditosylate
256439,745750,BT-549,Idarubicin hydrochloride,Lapatinib ditosylate
608210,745750,BT-549,Vinorelbine tartrate,Lapatinib ditosylate
6396,745750,BT-549,Thiotepa,Lapatinib ditosylate
752,745750,BT-549,Thioguanine,Lapatinib ditosylate
698037,745750,BT-549,Pemetrexed Disodium,Lapatinib ditosylate
45388,745750,BT-549,Dacarbazine,Lapatinib ditosylate
38721,745750,BT-549,Mitotane,Lapatinib ditosylate
673596,745750,BT-549,7-Ethyl-10-hydroxycamptothecin,Lapatinib ditosylate
737754,745750,BT-549,Pazopanib hydrochloride,Lapatinib ditosylate
